"Местное время в Уфе / им. Мустая Карима (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"25.10.2022 18:00";"1.0";"746.2";"759.0";"75";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Разорванная (60-90%) 750 м";"10.0 и более";"-3.0";
"25.10.2022 17:30";"2.0";"745.4";"758.2";"65";"Ветер, дующий с севера";"6";"";"";"";"Разорванная (60-90%) 750 м";"10.0 и более";"-4.0";
"25.10.2022 17:00";"2.0";"745.4";"758.2";"70";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Разорванная (60-90%) 750 м";"10.0 и более";"-3.0";
"25.10.2022 16:30";"2.0";"745.4";"758.2";"70";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Разорванная (60-90%) 720 м";"10.0 и более";"-3.0";
"25.10.2022 16:00";"2.0";"745.4";"758.2";"70";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Разорванная (60-90%) 720 м";"10.0 и более";"-3.0";
"25.10.2022 15:30";"2.0";"744.9";"757.7";"75";"Ветер, дующий с северо-северо-запада";"6";"";"";"";"Разорванная (60-90%) 720 м";"10.0 и более";"-2.0";
"25.10.2022 15:00";"3.0";"745.0";"757.7";"65";"Ветер, дующий с северо-северо-запада";"6";"";"";"";"Разорванная (60-90%) 720 м";"10.0 и более";"-3.0";
"25.10.2022 14:30";"3.0";"745.0";"757.7";"65";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Разорванная (60-90%) 600 м, кучево-дождевые облака";"10.0 и более";"-3.0";
"25.10.2022 14:00";"3.0";"745.0";"757.7";"70";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Разорванная (60-90%) 600 м, кучево-дождевые облака";"10.0 и более";"-2.0";
"25.10.2022 13:30";"3.0";"745.0";"757.7";"70";"Ветер, дующий с северо-северо-запада";"6";"";"";"";"Разорванная (60-90%) 450 м, кучево-дождевые облака";"10.0 и более";"-2.0";
"25.10.2022 13:00";"3.0";"745.0";"757.7";"75";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Разорванная (60-90%) 450 м, кучево-дождевые облака";"10.0 и более";"-1.0";
"25.10.2022 12:30";"2.0";"744.9";"757.7";"81";"Ветер, дующий с северо-запада";"6";"";"";"";"Разорванная (60-90%) 450 м, кучево-дождевые облака";"10.0 и более";"-1.0";
"25.10.2022 12:00";"3.0";"744.2";"756.9";"81";"Ветер, дующий с северо-северо-запада";"7";"";"";"";"Разорванная (60-90%) 360 м, кучево-дождевые облака";"10.0 и более";"0.0";
"25.10.2022 11:30";"3.0";"744.2";"756.9";"87";"Ветер, дующий с северо-запада";"6";"";"";"";"Рассеянная (40-50%) 270 м, разорванная (60-90%) 600 м";"10.0 и более";"1.0";
"25.10.2022 11:00";"2.0";"744.1";"756.9";"87";"Ветер, дующий с северо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 270 м, разорванная (60-90%) 600 м";"10.0 и более";"0.0";
"25.10.2022 10:30";"2.0";"744.1";"756.9";"87";"Ветер, дующий с северо-запада";"6";"";"";"";"Рассеянная (40-50%) 270 м, разорванная (60-90%) 600 м";"10.0 и более";"0.0";
"25.10.2022 10:00";"2.0";"744.1";"756.9";"87";"Ветер, дующий с северо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 270 м, разорванная (60-90%) 600 м, кучево-дождевые облака";"10.0 и более";"0.0";
"25.10.2022 09:30";"3.0";"743.5";"756.2";"87";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 270 м, сплошная (100%) 600 м, кучево-дождевые облака";"10.0 и более";"1.0";
"25.10.2022 09:00";"3.0";"743.5";"756.2";"93";"Ветер, дующий с северо-запада";"6";"";"";"";"Рассеянная (40-50%) 270 м, сплошная (100%) 600 м, кучево-дождевые облака";"10.0 и более";"2.0";
"25.10.2022 08:30";"3.0";"743.5";"756.2";"93";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 270 м, сплошная (100%) 600 м, кучево-дождевые облака";"10.0 и более";"2.0";
"25.10.2022 08:00";"4.0";"742.8";"755.4";"93";"Ветер, дующий с северо-запада";"5";"";"";"";"Рассеянная (40-50%) 210 м, сплошная (100%) 900 м, кучево-дождевые облака";"10.0 и более";"3.0";
"25.10.2022 07:30";"4.0";"742.8";"755.4";"100";"Ветер, дующий с запада";"4";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 330 м, кучево-дождевые облака";"10.0 и более";"4.0";
"25.10.2022 07:00";"4.0";"742.8";"755.4";"93";"Ветер, дующий с юго-запада";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 360 м, кучево-дождевые облака";"10.0 и более";"3.0";
"25.10.2022 06:30";"4.0";"742.8";"755.4";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 210 м, сплошная (100%) 900 м, кучево-дождевые облака";"4.5";"3.0";
"25.10.2022 06:00";"4.0";"742.0";"754.6";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 210 м, сплошная (100%) 900 м, кучево-дождевые облака";"4.5";"3.0";
"25.10.2022 05:30";"4.0";"742.0";"754.6";"93";"Ветер, дующий с юго-юго-запада";"6";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 210 м, сплошная (100%) 900 м, кучево-дождевые облака";"4.5";"3.0";
"25.10.2022 05:00";"4.0";"742.0";"754.6";"93";"Ветер, дующий с юго-юго-запада";"5";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 210 м, сплошная (100%) 900 м, кучево-дождевые облака";"4.5";"3.0";
"25.10.2022 04:30";"4.0";"742.8";"755.4";"93";"Ветер, дующий с юго-юго-запада";"6";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 360 м";"4.5";"3.0";
"25.10.2022 04:00";"4.0";"742.8";"755.4";"93";"Ветер, дующий с юго-юго-запада";"6";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 360 м";"4.5";"3.0";
"25.10.2022 03:30";"4.0";"742.8";"755.4";"93";"Ветер, дующий с юго-юго-запада";"5";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 510 м";"4.5";"3.0";
"25.10.2022 03:00";"4.0";"742.8";"755.4";"93";"Ветер, дующий с юго-юго-запада";"6";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 600 м";"4.5";"3.0";
"25.10.2022 02:30";"4.0";"742.8";"755.4";"87";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 600 м";"4.5";"2.0";
"25.10.2022 02:00";"4.0";"742.8";"755.4";"87";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 600 м";"4.5";"2.0";
"25.10.2022 01:30";"4.0";"742.8";"755.4";"87";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 600 м";"4.5";"2.0";
"25.10.2022 01:00";"4.0";"743.5";"756.2";"87";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 600 м";"10.0 и более";"2.0";
"25.10.2022 00:30";"4.0";"743.5";"756.2";"87";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 600 м";"10.0 и более";"2.0";
"25.10.2022 00:00";"4.0";"743.5";"756.2";"87";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 600 м";"10.0 и более";"2.0";
"24.10.2022 23:30";"4.0";"744.2";"756.9";"87";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 600 м";"10.0 и более";"2.0";
"24.10.2022 23:00";"4.0";"744.2";"756.9";"87";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 600 м";"4.5";"2.0";
"24.10.2022 22:30";"4.0";"744.2";"756.9";"93";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 450 м";"4.5";"3.0";
"24.10.2022 22:00";"4.0";"745.0";"757.7";"87";"Ветер, дующий с юга";"7";"12";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 360 м, кучево-дождевые облака";"4.5";"2.0";
"24.10.2022 21:30";"4.0";"745.0";"757.7";"93";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 360 м, кучево-дождевые облака";"4.5";"3.0";
"24.10.2022 21:00";"4.0";"745.0";"757.7";"93";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 360 м, кучево-дождевые облака";"4.5";"3.0";
"24.10.2022 20:30";"4.0";"745.5";"758.2";"87";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 600 м, кучево-дождевые облака";"5.0";"2.0";
"24.10.2022 20:00";"4.0";"745.5";"758.2";"87";"Ветер, дующий с юга";"8";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 600 м, кучево-дождевые облака";"5.0";"2.0";
"24.10.2022 19:30";"4.0";"746.3";"759.0";"87";"Ветер, дующий с юга";"8";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 900 м, кучево-дождевые облака";"10.0 и более";"2.0";
"24.10.2022 19:00";"4.0";"746.3";"759.0";"81";"Ветер, дующий с юга";"8";"";"";"";"Сплошная (100%) 900 м, кучево-дождевые облака";"10.0 и более";"1.0";
"24.10.2022 18:30";"3.0";"746.2";"759.0";"93";"Ветер, дующий с юга";"8";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 720 м, кучево-дождевые облака";"10.0 и более";"2.0";
"24.10.2022 18:00";"3.0";"746.2";"759.0";"93";"Ветер, дующий с юга";"8";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 720 м, кучево-дождевые облака";"5.0";"2.0";
"24.10.2022 17:30";"3.0";"746.9";"759.7";"93";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 720 м, кучево-дождевые облака";"10.0 и более";"2.0";
"24.10.2022 17:00";"4.0";"747.0";"759.7";"81";"Ветер, дующий с юга";"8";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 720 м, кучево-дождевые облака";"10.0 и более";"1.0";
"24.10.2022 16:30";"3.0";"746.9";"759.7";"87";"Ветер, дующий с юга";"7";"";"";"";"Рассеянная (40-50%) 270 м, сплошная (100%) 900 м, кучево-дождевые облака";"10.0 и более";"1.0";
"24.10.2022 16:00";"3.0";"747.7";"760.5";"87";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 360 м, кучево-дождевые облака";"10.0 и более";"1.0";
"24.10.2022 15:30";"3.0";"747.7";"760.5";"87";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 360 м, кучево-дождевые облака";"10.0 и более";"1.0";
"24.10.2022 15:00";"3.0";"747.7";"760.5";"81";"Ветер, дующий с юга";"8";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 720 м, кучево-дождевые облака";"10.0 и более";"0.0";
"24.10.2022 14:30";"4.0";"748.5";"761.2";"70";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 720 м, кучево-дождевые облака";"10.0 и более";"-1.0";
"24.10.2022 14:00";"3.0";"748.4";"761.2";"75";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 720 м, кучево-дождевые облака";"10.0 и более";"-1.0";
"24.10.2022 13:30";"3.0";"749.2";"762.0";"75";"Ветер, дующий с юга";"6";"";"";"";"Сплошная (100%) 780 м, кучево-дождевые облака";"10.0 и более";"-1.0";
"24.10.2022 13:00";"3.0";"749.2";"762.0";"75";"Ветер, дующий с юга";"7";"";"";"";"Сплошная (100%) 900 м";"10.0 и более";"-1.0";
"24.10.2022 12:30";"3.0";"749.2";"762.0";"75";"Ветер, дующий с юга";"7";"";"";"";"Сплошная (100%) 660 м";"10.0 и более";"-1.0";
"24.10.2022 12:00";"3.0";"750.0";"762.8";"75";"Ветер, дующий с юга";"7";"13";"";"";"Сплошная (100%) 660 м";"10.0 и более";"-1.0";
"24.10.2022 11:30";"3.0";"750.0";"762.8";"75";"Ветер, дующий с юга";"8";"";"";"";"Сплошная (100%) 660 м";"10.0 и более";"-1.0";
"24.10.2022 11:00";"3.0";"750.0";"762.8";"75";"Ветер, дующий с юга";"6";"";"";"";"Сплошная (100%) 1200 м";"10.0 и более";"-1.0";
